,image,dog,bounds_x_before,bounds_x,bounds_y_before,bounds_y,bounds_width_before,bounds_width,bounds_height_before,bounds_height,L_eye_v,L_eye_x_before,L_eye_x,L_eye_y_before,L_eye_y,R_eye_v,R_eye_x_before,R_eye_x,R_eye_y_before,R_eye_y,L_ear_v,L_ear_x_before,L_ear_x,L_ear_y_before,L_ear_y,R_ear_v,R_ear_x_before,R_ear_x,R_ear_y_before,R_ear_y,Nose_v,Nose_x_before,Nose_x,Nose_y_before,Nose_y,Throat_v,Throat_x_before,Throat_x,Throat_y_before,Throat_y,Tail_v,Tail_x_before,Tail_x,Tail_y_before,Tail_y,withers_v,withers_x_before,withers_x,withers_y_before,withers_y,L_F_elbow_v,L_F_elbow_x_before,L_F_elbow_x,L_F_elbow_y_before,L_F_elbow_y,R_F_elbow_v,R_F_elbow_x_before,R_F_elbow_x,R_F_elbow_y_before,R_F_elbow_y,L_B_elbow_v,L_B_elbow_x_before,L_B_elbow_x,L_B_elbow_y_before,L_B_elbow_y,R_B_elbow_v,R_B_elbow_x_before,R_B_elbow_x,R_B_elbow_y_before,R_B_elbow_y,L_F_knee_v,L_F_knee_x_before,L_F_knee_x,L_F_knee_y_before,L_F_knee_y,R_F_knee_v,R_F_knee_x_before,R_F_knee_x,R_F_knee_y_before,R_F_knee_y,L_B_knee_v,L_B_knee_x_before,L_B_knee_x,L_B_knee_y_before,L_B_knee_y,R_B_knee_v,R_B_knee_x_before,R_B_knee_x,R_B_knee_y_before,R_B_knee_y,L_F_paw_v,L_F_paw_x_before,L_F_paw_x,L_F_paw_y_before,L_F_paw_y,R_F_paw_v,R_F_paw_x_before,R_F_paw_x,R_F_paw_y_before,R_F_paw_y,L_B_paw_v,L_B_paw_x_before,L_B_paw_x,L_B_paw_y_before,L_B_paw_y,R_B_paw_v,R_B_paw_x_before,R_B_paw_x,R_B_paw_y_before,R_B_paw_y,height,width
561,561.jpeg,1,0.036666667,11,0.074509804,19,0.913333333,274,0.909803922,232,1,0.133333333,40,0.168627451,43,0,0,0,0,0,1,0.2,60,0.129411765,33,0,0,0,0,0,1,0.066666667,20,0.215686275,55,1,0.19,57,0.333333333,85,1,0.713333333,214,0.411764706,105,1,0.323333333,97,0.305882353,78,1,0.23,69,0.596078431,152,0,0,0,0,0,1,0.64,192,0.670588235,171,0,0,0,0,0,1,0.25,75,0.784313725,200,1,0.28,84,0.756862745,193,1,0.736666667,221,0.823529412,210,1,0.733333333,220,0.741176471,189,1,0.223333333,67,0.870588235,222,0,0,0,0,0,1,0.713333333,214,0.949019608,242,1,0.673333333,202,0.82745098,211,255,300
562,562.jpeg,1,0.05,15,0,0,0.886666667,266,0.991489362,233,1,0.373333333,112,0.178723404,42,1,0.25,75,0.187234043,44,1,0.426666667,128,0.110638298,26,1,0.153333333,46,0.123404255,29,1,0.32,96,0.268085106,63,1,0.33,99,0.480851064,113,1,0.79,237,0.353191489,83,1,0.5,150,0.361702128,85,1,0.436666667,131,0.710638298,167,1,0.233333333,70,0.655319149,154,1,0.726666667,218,0.689361702,162,0,0,0,0,0,1,0.47,141,0.868085106,204,1,0.233333333,70,0.804255319,189,1,0.806666667,242,0.821276596,193,0,0,0,0,0,1,0.403333333,121,0.965957447,227,1,0.226666667,68,0.880851064,207,1,0.77,231,0.919148936,216,1,0.646666667,194,0.8,188,235,300
563,563.jpeg,1,0.25,75,0.022727273,6,0.586666667,176,0.825757576,218,1,0.446666667,134,0.181818182,48,1,0.353333333,106,0.185606061,49,1,0.523333333,157,0.121212121,32,1,0.326666667,98,0.09469697,25,1,0.366666667,110,0.253787879,67,1,0.403333333,121,0.424242424,112,0,0,0,0,0,0,0,0,0,0,1,0.523333333,157,0.613636364,162,1,0.34,102,0.579545455,153,1,0.72,216,0.556818182,147,0,0,0,0,0,1,0.5,150,0.723484848,191,1,0.326666667,98,0.700757576,185,1,0.8,240,0.625,165,1,0.73,219,0.613636364,162,1,0.48,144,0.806818182,213,1,0.273333333,82,0.768939394,203,1,0.806666667,242,0.704545455,186,1,0.7,210,0.662878788,175,264,300
564,564.jpeg,1,0.080267559,24,0.066666667,20,0.775919732,232,0.86,258,1,0.662207358,198,0.316666667,95,1,0.471571906,141,0.283333333,85,1,0.759197324,227,0.246666667,74,1,0.367892977,110,0.163333333,49,1,0.548494983,164,0.456666667,137,1,0.508361204,152,0.626666667,188,0,0,0,0,0,0,0,0,0,0,1,0.715719064,214,0.73,219,1,0.294314381,88,0.726666667,218,0,0,0,0,0,1,0.200668896,60,0.673333333,202,1,0.702341137,210,0.796666667,239,1,0.381270903,114,0.79,237,0,0,0,0,0,0,0,0,0,0,1,0.655518395,196,0.85,255,1,0.454849498,136,0.833333333,250,0,0,0,0,0,1,0.173913043,52,0.773333333,232,300,299
565,565.jpeg,1,0.27,81,0.355555556,80,0.453333333,136,0.542222222,122,1,0.433333333,130,0.604444444,136,1,0.34,102,0.6,135,1,0.496666667,149,0.555555556,125,1,0.313333333,94,0.528888889,119,1,0.353333333,106,0.742222222,167,0,0,0,0,0,0,0,0,0,0,1,0.5,150,0.448888889,101,1,0.576666667,173,0.782222222,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.503333333,151,0.817777778,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.476666667,143,0.871111111,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,300
566,566.jpeg,1,0.036666667,11,0.178082192,39,0.686666667,206,0.785388128,172,1,0.653333333,196,0.269406393,59,1,0.576666667,173,0.287671233,63,0,0,0,0,0,1,0.45,135,0.264840183,58,1,0.69,207,0.420091324,92,1,0.533333333,160,0.520547945,114,1,0.113333333,34,0.442922374,97,1,0.393333333,118,0.438356164,96,1,0.54,162,0.776255708,170,1,0.39,117,0.808219178,177,0,0,0,0,0,1,0.08,24,0.716894977,157,1,0.526666667,158,0.881278539,193,1,0.436666667,131,0.890410959,195,1,0.243333333,73,0.799086758,175,1,0.09,27,0.821917808,180,0,0,0,0,0,1,0.443333333,133,0.95890411,210,1,0.27,81,0.867579909,190,0,0,0,0,0,219,300
567,567.jpeg,1,0,0,0.284444444,64,0.743333333,223,0.711111111,160,0,0,0,0,0,0,0,0,0,0,1,0.646666667,194,0.368888889,83,1,0.713333333,214,0.386666667,87,0,0,0,0,0,0,0,0,0,0,1,0.223333333,67,0.635555556,143,1,0.59,177,0.457777778,103,0,0,0,0,0,1,0.58,174,0.737777778,166,0,0,0,0,0,1,0.286666667,86,0.84,189,0,0,0,0,0,1,0.553333333,166,0.835555556,188,0,0,0,0,0,1,0.2,60,0.906666667,204,0,0,0,0,0,1,0.566666667,170,0.893333333,201,1,0.26,78,0.933333333,210,1,0.25,75,0.995555556,224,225,300
568,568.jpeg,1,0.233830846,47,0.193333333,58,0.507462687,102,0.673333333,202,1,0.502487562,101,0.29,87,1,0.388059701,78,0.29,87,1,0.577114428,116,0.25,75,1,0.338308458,68,0.256666667,77,1,0.452736318,91,0.356666667,107,1,0.467661692,94,0.41,123,0,0,0,0,0,0,0,0,0,0,1,0.577114428,116,0.57,171,1,0.427860697,86,0.576666667,173,0,0,0,0,0,0,0,0,0,0,1,0.646766169,130,0.736666667,221,1,0.44278607,89,0.756666667,227,0,0,0,0,0,0,0,0,0,0,1,0.676616915,136,0.823333333,247,1,0.432835821,87,0.843333333,253,0,0,0,0,0,0,0,0,0,0,300,201
569,569.jpeg,1,0.191111111,43,0.14,42,0.533333333,120,0.553333333,166,1,0.613333333,138,0.296666667,89,1,0.488888889,110,0.326666667,98,1,0.64,144,0.203333333,61,1,0.355555556,80,0.233333333,70,1,0.595555556,134,0.396666667,119,1,0.506666667,114,0.44,132,0,0,0,0,0,0,0,0,0,0,1,0.577777778,130,0.483333333,145,1,0.342222222,77,0.536666667,161,0,0,0,0,0,0,0,0,0,0,1,0.573333333,129,0.543333333,163,1,0.408888889,92,0.603333333,181,0,0,0,0,0,0,0,0,0,0,1,0.595555556,134,0.576666667,173,1,0.435555556,98,0.65,195,0,0,0,0,0,0,0,0,0,0,300,225
570,570.jpeg,1,0.022222222,5,0.026666667,8,0.897777778,202,0.966666667,290,1,0.755555556,170,0.27,81,1,0.497777778,112,0.296666667,89,0,0,0,0,0,1,0.222222222,50,0.233333333,70,1,0.742222222,167,0.426666667,128,1,0.586666667,132,0.623333333,187,0,0,0,0,0,0,0,0,0,0,1,0.746666667,168,0.68,204,1,0.115555556,26,0.73,219,0,0,0,0,0,0,0,0,0,0,1,0.746666667,168,0.826666667,248,1,0.293333333,66,0.85,255,0,0,0,0,0,0,0,0,0,0,1,0.773333333,174,0.936666667,281,1,0.382222222,86,0.976666667,293,0,0,0,0,0,0,0,0,0,0,300,225
571,571.jpeg,1,0.015544041,3,0.24,72,0.880829016,170,0.72,216,1,0.590673575,114,0.46,138,1,0.284974093,55,0.443333333,133,1,0.694300518,134,0.39,117,1,0.269430052,52,0.386666667,116,1,0.378238342,73,0.556666667,167,1,0.404145078,78,0.756666667,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,193
572,572.jpeg,1,0.076666667,23,0.198275862,46,0.74,222,0.655172414,152,0,0,0,0,0,0,0,0,0,0,1,0.686666667,206,0.25,58,1,0.78,234,0.288793103,67,0,0,0,0,0,1,0.71,213,0.452586207,105,1,0.23,69,0.400862069,93,1,0.6,180,0.297413793,69,0,0,0,0,0,1,0.613333333,184,0.590517241,137,1,0.216666667,65,0.599137931,139,1,0.346666667,104,0.672413793,156,1,0.68,204,0.659482759,153,1,0.62,186,0.693965517,161,1,0.153333333,46,0.659482759,153,1,0.296666667,89,0.780172414,181,1,0.736666667,221,0.642241379,149,1,0.546666667,164,0.719827586,167,1,0.09,27,0.793103448,184,1,0.36,108,0.814655172,189,232,300
573,573.jpeg,1,0.151202749,44,0.06,18,0.756013746,220,0.893333333,268,1,0.405498282,118,0.35,105,1,0.268041237,78,0.31,93,1,0.467353952,136,0.293333333,88,1,0.24742268,72,0.213333333,64,1,0.323024055,94,0.38,114,1,0.281786942,82,0.533333333,160,1,0.711340206,207,0.83,249,1,0.439862543,128,0.493333333,148,1,0.481099656,140,0.683333333,205,1,0.288659794,84,0.69,207,1,0.604810997,176,0.85,255,0,0,0,0,0,1,0.467353952,136,0.833333333,250,1,0.336769759,98,0.803333333,241,1,0.694158076,202,0.903333333,271,0,0,0,0,0,1,0.412371134,120,0.93,279,1,0.305841924,89,0.886666667,266,1,0.542955326,158,0.9,270,1,0.498281787,145,0.863333333,259,300,291
574,574.jpeg,1,0.005,1,0.08,24,0.99,198,0.913333333,274,1,0.595,119,0.353333333,106,1,0.315,63,0.393333333,118,1,0.6,120,0.163333333,49,1,0.23,46,0.263333333,79,1,0.475,95,0.553333333,166,1,0.57,114,0.623333333,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.445,89,0.71,213,0,0,0,0,0,0,0,0,0,0,1,0.39,78,0.866666667,260,1,0.25,50,0.823333333,247,0,0,0,0,0,0,0,0,0,0,1,0.16,32,0.98,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,200
575,575.jpeg,1,0.35,105,0,0,0.586666667,176,0.99408284,168,1,0.51,153,0.130177515,22,1,0.413333333,124,0.124260355,21,1,0.633333333,190,0.147928994,25,0,0,0,0,0,1,0.37,111,0.266272189,45,1,0.483333333,145,0.585798817,99,0,0,0,0,0,0,0,0,0,0,1,0.653333333,196,0.964497041,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,300
576,576.jpeg,1,0.23,69,0,0,0.633333333,190,1,275,1,0.473333333,142,0.258181818,71,1,0.353333333,106,0.265454545,73,1,0.48,144,0.130909091,36,1,0.283333333,85,0.170909091,47,1,0.45,135,0.381818182,105,1,0.386666667,116,0.498181818,137,0,0,0,0,0,0,0,0,0,0,1,0.506666667,152,0.643636364,177,1,0.333333333,100,0.636363636,175,1,0.713333333,214,0.607272727,167,1,0.586666667,176,0.665454545,183,1,0.466666667,140,0.843636364,232,1,0.383333333,115,0.818181818,225,1,0.766666667,230,0.778181818,214,1,0.676666667,203,0.770909091,212,1,0.426666667,128,0.970909091,267,1,0.34,102,0.941818182,259,1,0.773333333,232,0.941818182,259,1,0.586666667,176,0.934545455,257,275,300
577,577.jpeg,1,0.23,69,0.14084507,30,0.766666667,230,0.741784038,158,1,0.56,168,0.521126761,111,1,0.44,132,0.338028169,72,1,0.686666667,206,0.577464789,123,1,0.44,132,0.220657277,47,1,0.28,84,0.643192488,137,0,0,0,0,0,0,0,0,0,0,1,0.793333333,238,0.361502347,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,300
578,578.jpeg,1,0.073529412,15,0.006666667,2,0.921568627,188,0.98,294,1,0.642156863,131,0.186666667,56,1,0.289215686,59,0.143333333,43,1,0.799019608,163,0.21,63,1,0.161764706,33,0.156666667,47,1,0.446078431,91,0.31,93,1,0.416666667,85,0.556666667,167,0,0,0,0,0,0,0,0,0,0,1,0.818627451,167,0.626666667,188,1,0.230392157,47,0.6,180,0,0,0,0,0,0,0,0,0,0,1,0.828431373,169,0.75,225,1,0.171568627,35,0.756666667,227,0,0,0,0,0,0,0,0,0,0,1,0.75,153,0.94,282,1,0.12745098,26,0.89,267,0,0,0,0,0,1,0.102941176,21,0.766666667,230,300,204
1003,398.jpeg,1,0.17034634,47,0.034027401,10,0.68566448,190,0.932989864,280,1,0.477255681,132,0.14012173,42,1,0.360288154,100,0.149068982,45,1,0.432860993,120,0.176101336,53,1,0.520081575,144,0.06582343,20,1,0.275271544,76,0.116263688,35,1,0.473281158,131,0.343212855,103,0,0,0,0,0,0,0,0,0,0,1,0.556929829,154,0.430841567,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.490604102,136,0.606562249,182,0,0,0,0,0,1,0.574062069,159,0.756884604,227,0,0,0,0,0,1,0.487430528,135,0.74589644,224,1,0.375303456,104,0.814098195,244,1,0.482773109,134,0.890078792,267,0,0,0,0,0,300,277
1004,401.jpeg,1,0.049682998,15,0.02797101,7,0.934109449,280,0.968145562,246,1,0.340945467,102,0.184879053,47,0,0,0,0,0,1,0.586544531,176,0.165507545,42,0,0,0,0,0,1,0.07907291,24,0.259866162,66,1,0.406544337,122,0.72036939,183,0,0,0,0,0,1,0.833694064,250,0.689580902,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,300
1005,409.jpeg,1,0.069485512,21,0.016899923,4,0.686912433,206,0.973788016,222,1,0.566429319,170,0.415771785,95,1,0.393537367,118,0.505036572,115,1,0.599764537,180,0.214374399,49,1,0.243221634,73,0.417492076,95,1,0.545814515,164,0.631767595,144,1,0.533238251,160,0.935205181,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,300
1006,411.jpeg,1,0,0,0,0,0.536060797,161,0.994266258,176,1,0.450705742,135,0.395868623,70,1,0.36656644,110,0.412550756,73,1,0.387099431,116,0.247887599,44,1,0.256978365,77,0.299447858,53,1,0.516232589,155,0.638764571,113,1,0.275768592,83,0.846591783,150,1,0.079241225,24,0.626179808,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,300
1007,412.jpeg,1,0.107189691,28,0.033479455,10,0.694057625,182,0.960098929,288,1,0.703142106,184,0.350072127,105,1,0.438371904,115,0.362551426,109,1,0.687505016,180,0.217174396,65,1,0.297188423,78,0.257459863,77,1,0.603835638,158,0.390454213,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.702188157,184,0.904196147,271,1,0.27549334,72,0.889930112,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,262
1008,414.jpeg,1,0.089182746,27,0.079128544,16,0.540205116,162,0.909310814,182,1,0.527448458,158,0.290028018,58,1,0.342405134,103,0.29471795,59,1,0.51037887,153,0.154105722,31,1,0.243755512,73,0.185703402,37,1,0.56264652,169,0.490539299,98,1,0.429060406,129,0.965432897,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300
1009,419.jpeg,1,0.042407155,13,0.021058417,6,0.926910668,278,0.978915067,270,1,0.612985752,184,0.419874435,116,1,0.263893063,79,0.334211339,92,1,0.820912305,246,0.293365769,81,1,0.213543021,64,0.126755115,35,1,0.303319048,91,0.673498935,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,300
1010,431.jpeg,1,0.149912618,34,0.046020652,14,0.820051174,186,0.932918799,280,1,0.572218451,130,0.236864707,71,1,0.392937311,89,0.249512787,75,1,0.669392494,152,0.142549781,43,1,0.28599956,65,0.190855475,57,1,0.47501241,108,0.329893708,99,1,0.484326446,110,0.429699334,129,0,0,0,0,0,0,0,0,0,0,1,0.714528707,162,0.269009896,81,1,0.277922656,63,0.307661309,92,1,0.611369279,139,0.766874601,230,1,0.304528933,69,0.749327813,225,1,0.862541808,196,0.38339834,115,1,0.251347333,57,0.463402949,139,1,0.713932788,162,0.832662591,250,1,0.220386571,50,0.869106058,261,1,0.920073026,209,0.486171753,146,1,0.255958162,58,0.574108533,172,1,0.569071767,129,0.922464128,277,0,0,0,0,0,300,227
1011,435.jpeg,1,0.062518569,19,0.080950754,20,0.793569308,238,0.910571476,226,1,0.623850224,187,0.407508393,101,1,0.386731229,116,0.394922071,98,1,0.740395748,222,0.306733518,76,1,0.245934386,74,0.327399897,81,1,0.513575808,154,0.625727759,155,1,0.445813696,134,0.948022711,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,300
1012,441.jpeg,1,0.216195251,65,0,0,0.780403818,234,0.987390036,222,1,0.599977513,180,0.298445417,67,1,0.417391125,125,0.280626787,63,1,0.73966754,222,0.248097987,56,1,0.363043225,109,0.207905365,47,1,0.419869129,126,0.421395809,95,1,0.509369276,153,0.84819882,191,1,0.510841533,153,0.848222065,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,300
1013,445.jpeg,1,0.169490208,51,0.100723392,21,0.772710729,232,0.894874907,188,1,0.629783538,189,0.472059019,99,1,0.306070266,92,0.385345604,81,1,0.760074959,228,0.286642269,60,1,0.2442214,73,0.28103752,59,1,0.403651984,121,0.594888606,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,300
1014,498.jpeg,1,0.01152483,3,0.012925062,4,0.975325956,274,0.973333158,292,1,0.627060952,176,0.510619109,153,1,0.333571234,94,0.496725989,149,1,0.775982032,218,0.256167287,77,1,0.246059034,69,0.276512421,83,1,0.461634845,130,0.650748521,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,281
1015,519.jpeg,1,0.12349492,37,0.070980408,14,0.760556535,228,0.929356056,186,1,0.7541341,226,0.395877166,79,1,0.527247942,158,0.470132547,94,1,0.707260349,212,0.185787872,37,1,0.306845422,92,0.28092795,56,1,0.832784411,250,0.784335232,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300
1016,538.jpeg,1,0.009152186,3,0.019105599,6,0.920851638,276,0.972761619,292,1,0.469889811,141,0.310722169,93,1,0.266378365,80,0.322771303,97,1,0.566821237,170,0.15395801,46,1,0.134260135,40,0.177154547,53,1,0.389535717,117,0.495908596,149,1,0.379999655,114,0.72085869,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300
1017,549.jpeg,1,0,0,0.030782402,8,0.890296811,267,0.96042302,242,1,0.762879212,229,0.218023524,55,1,0.619565479,186,0.2492843,63,0,0,0,0,0,1,0.38306313,115,0.14736047,37,1,0.85339436,256,0.433273992,109,1,0.464130179,139,0.797699259,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,300
1018,556.jpeg,1,0.015810864,5,0.027012947,4,0.779540472,234,0.973329137,148,1,0.565911454,170,0.308822943,47,1,0.413929453,124,0.348020952,53,1,0.585982341,176,0.171431919,26,1,0.293766369,88,0.288875448,44,1,0.546505399,164,0.573297543,87,1,0.480350882,144,0.802271369,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,300
1019,571.jpeg,1,0.014821006,3,0.239706219,72,0.881030313,170,0.720145822,216,1,0.591037236,114,0.459091055,138,1,0.284858114,55,0.443515667,133,1,0.695123291,134,0.389504212,117,1,0.270372468,52,0.38750474,116,1,0.378309366,73,0.5576224,167,1,0.404242292,78,0.756756399,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,193
1077,398.jpeg,1,0.17019619,47,0.033756002,10,0.686290406,190,0.933308832,280,1,0.477560558,132,0.14093458,42,1,0.360659458,100,0.148112457,44,1,0.43296394,120,0.17697686,53,1,0.520706513,144,0.066186749,20,1,0.275538212,76,0.115765011,35,1,0.472460016,131,0.342938964,103,0,0,0,0,0,0,0,0,0,0,1,0.556440559,154,0.430150223,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.489663391,136,0.606552442,182,0,0,0,0,0,1,0.574464974,159,0.757654487,227,0,0,0,0,0,1,0.487727624,135,0.745915901,224,1,0.374526358,104,0.814575375,244,1,0.483410254,134,0.890169661,267,0,0,0,0,0,300,277
1078,401.jpeg,1,0.049675999,15,0.028685922,7,0.933849686,280,0.96852857,246,1,0.34146609,102,0.185254586,47,0,0,0,0,0,1,0.586350182,176,0.165683447,42,0,0,0,0,0,1,0.07872082,24,0.259474922,66,1,0.407255466,122,0.721258637,183,0,0,0,0,0,1,0.832736884,250,0.690410366,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,300
1079,409.jpeg,1,0.06910269,21,0.016745616,4,0.687810939,206,0.974050237,222,1,0.566213725,170,0.416184456,95,1,0.394421921,118,0.505623941,115,1,0.599827961,180,0.214590295,49,1,0.242645819,73,0.416572509,95,1,0.545917142,164,0.631663088,144,1,0.532927225,160,0.934526721,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,300
1080,411.jpeg,1,0,0,0,0,0.535362903,161,0.993953609,176,1,0.450416995,135,0.39516477,70,1,0.367114253,110,0.41206882,73,1,0.386782236,116,0.246892483,44,1,0.256250515,77,0.300266298,53,1,0.517204152,155,0.639070794,113,1,0.275861064,83,0.846336649,150,1,0.080045704,24,0.627175864,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,300
1081,412.jpeg,1,0.107687168,28,0.033314611,10,0.693508294,182,0.96036218,288,1,0.702581852,184,0.349304146,105,1,0.437766277,115,0.362927713,109,1,0.688012332,180,0.217711388,65,1,0.298179784,78,0.25755309,77,1,0.603036592,158,0.390230437,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.702716261,184,0.904640002,271,1,0.27534313,72,0.889456652,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,262
1082,414.jpeg,1,0.088716559,27,0.07966707,16,0.540170561,162,0.9101639,182,1,0.527157055,158,0.290837971,58,1,0.341593638,102,0.294611944,59,1,0.509697517,153,0.15476416,31,1,0.244545903,73,0.18641174,37,1,0.5632802,169,0.490661823,98,1,0.429178333,129,0.965916057,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300
